week,season,team,win,rb,db,lb,dl,te,wr,p,ol,ls,qb,k,avg_snaps,out,age,win_perc,lag_win_perc
7,2017,San Francisco 49ers,0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,26.498990497046403,17.0,26.11,0.375,0.125
8,2017,San Francisco 49ers,0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,28.990454533400314,18.0,26.11,0.375,0.125
9,2017,San Francisco 49ers,0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,28.677855650858568,21.0,26.11,0.375,0.125
10,2017,San Francisco 49ers,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,32.388546642887015,23.0,26.11,0.375,0.125
12,2017,San Francisco 49ers,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,34.92717431420679,21.0,26.11,0.375,0.125
13,2017,San Francisco 49ers,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,29.162974949204074,22.0,26.11,0.375,0.125
14,2017,San Francisco 49ers,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,31.259649674622057,23.0,26.11,0.375,0.125
15,2017,San Francisco 49ers,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,29.428043681518822,25.0,26.11,0.375,0.125
16,2017,San Francisco 49ers,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,29.46960925042295,24.0,26.11,0.375,0.125
17,2017,San Francisco 49ers,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,30.264929422454998,23.0,26.11,0.375,0.125
1,2018,San Francisco 49ers,0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,28.474264943230462,5.0,25.41,0.25,0.375
2,2018,San Francisco 49ers,1,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,26.94795141030182,10.0,25.41,0.25,0.375
3,2018,San Francisco 49ers,0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,30.077955534850474,8.0,25.41,0.25,0.375
4,2018,San Francisco 49ers,0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,33.42722753087908,10.0,25.41,0.25,0.375
5,2018,San Francisco 49ers,0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,30.256820159687805,10.0,25.41,0.25,0.375
6,2018,San Francisco 49ers,0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,26.61931167168377,9.0,25.41,0.25,0.375
7,2018,San Francisco 49ers,0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,33.36408710884035,10.0,25.41,0.25,0.375
8,2018,San Francisco 49ers,0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,35.02195316176888,10.0,25.41,0.25,0.375
9,2018,San Francisco 49ers,1,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,29.61365950586291,10.0,25.41,0.25,0.375
10,2018,San Francisco 49ers,0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,32.24922061760672,10.0,25.41,0.25,0.375
12,2018,San Francisco 49ers,0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,29.21350184798964,10.0,25.41,0.25,0.375
13,2018,San Francisco 49ers,0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,31.922079585302203,13.0,25.41,0.25,0.375
14,2018,San Francisco 49ers,1,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,35.03204580101031,15.0,25.41,0.25,0.375
15,2018,San Francisco 49ers,1,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,34.79616128271246,13.0,25.41,0.25,0.375
16,2018,San Francisco 49ers,0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,36.45481061615783,14.0,25.41,0.25,0.375
17,2018,San Francisco 49ers,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,34.59445972930476,17.0,25.41,0.25,0.375
1,2019,San Francisco 49ers,1,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,31.83756875783655,11.0,26.08,0.8125,0.25
2,2019,San Francisco 49ers,1,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,32.118356231585324,10.0,26.08,0.8125,0.25
3,2019,San Francisco 49ers,1,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,32.118356231585324,10.0,26.08,0.8125,0.25
5,2019,San Francisco 49ers,1,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,34.775080217475974,10.0,26.08,0.8125,0.25
6,2019,San Francisco 49ers,1,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,39.77950760246008,12.0,26.08,0.8125,0.25
7,2019,San Francisco 49ers,1,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,37.54074893911092,14.0,26.08,0.8125,0.25
8,2019,San Francisco 49ers,1,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,39.14150675774229,13.0,26.08,0.8125,0.25
9,2019,San Francisco 49ers,1,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,39.77950760246008,12.0,26.08,0.8125,0.25
10,2019,San Francisco 49ers,0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,37.60776888341543,12.0,26.08,0.8125,0.25
11,2019,San Francisco 49ers,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,30.718814093679303,15.0,26.08,0.8125,0.25
12,2019,San Francisco 49ers,1,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,32.06766046450697,13.0,26.08,0.8125,0.25
13,2019,San Francisco 49ers,0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,33.12162587410023,14.0,26.08,0.8125,0.25
14,2019,San Francisco 49ers,1,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,33.47885438965648,15.0,26.08,0.8125,0.25
15,2019,San Francisco 49ers,0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,38.7052841994628,19.0,26.08,0.8125,0.25
16,2019,San Francisco 49ers,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,36.14709774688547,18.0,26.08,0.8125,0.25
17,2019,San Francisco 49ers,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,36.14709774688547,18.0,26.08,0.8125,0.25
1,2013,Seattle Seahawks,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,30.481555109091385,10.0,25.87,0.8125,0.6875
2,2013,Seattle Seahawks,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,28.206149486601426,10.0,25.87,0.8125,0.6875
3,2013,Seattle Seahawks,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,27.73301156646538,11.0,25.87,0.8125,0.6875
4,2013,Seattle Seahawks,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,33.074421600325685,12.0,25.87,0.8125,0.6875
5,2013,Seattle Seahawks,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,37.134306753224536,12.0,25.87,0.8125,0.6875
6,2013,Seattle Seahawks,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,36.965527250424906,11.0,25.87,0.8125,0.6875
7,2013,Seattle Seahawks,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,34.94389815728558,10.0,25.87,0.8125,0.6875
8,2013,Seattle Seahawks,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,30.29125020282901,11.0,25.87,0.8125,0.6875
9,2013,Seattle Seahawks,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,31.582951574815482,12.0,25.87,0.8125,0.6875
10,2013,Seattle Seahawks,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,33.7072246492333,15.0,25.87,0.8125,0.6875
11,2013,Seattle Seahawks,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,27.027814137139064,10.0,25.87,0.8125,0.6875
13,2013,Seattle Seahawks,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,28.02176107830266,9.0,25.87,0.8125,0.6875
14,2013,Seattle Seahawks,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,28.02176107830266,9.0,25.87,0.8125,0.6875
15,2013,Seattle Seahawks,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,31.70172782761525,10.0,25.87,0.8125,0.6875
16,2013,Seattle Seahawks,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,32.32998511183735,10.0,25.87,0.8125,0.6875
17,2013,Seattle Seahawks,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,30.83643370996819,10.0,25.87,0.8125,0.6875
1,2014,Seattle Seahawks,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,17.329977064463158,10.0,26.07,0.75,0.8125
2,2014,Seattle Seahawks,0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,19.084537057357544,11.0,26.07,0.75,0.8125
3,2014,Seattle Seahawks,1,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,22.015135690629528,10.0,26.07,0.75,0.8125
5,2014,Seattle Seahawks,1,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,23.174096286007682,11.0,26.07,0.75,0.8125
6,2014,Seattle Seahawks,0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,26.96486037101725,12.0,26.07,0.75,0.8125
7,2014,Seattle Seahawks,0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,32.83648016992287,16.0,26.07,0.75,0.8125
8,2014,Seattle Seahawks,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,31.796984118157134,16.0,26.07,0.75,0.8125
9,2014,Seattle Seahawks,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,33.847208662809464,19.0,26.07,0.75,0.8125
10,2014,Seattle Seahawks,1,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,29.451105574979508,15.0,26.07,0.75,0.8125
11,2014,Seattle Seahawks,0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,28.482121038549106,17.0,26.07,0.75,0.8125
12,2014,Seattle Seahawks,1,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,28.492853154925072,17.0,26.07,0.75,0.8125
13,2014,Seattle Seahawks,1,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,27.656553296015012,15.0,26.07,0.75,0.8125
14,2014,Seattle Seahawks,1,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,27.656553296015012,15.0,26.07,0.75,0.8125
15,2014,Seattle Seahawks,1,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,26.6799036407191,15.0,26.07,0.75,0.8125
16,2014,Seattle Seahawks,1,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,28.877790833329932,17.0,26.07,0.75,0.8125
17,2014,Seattle Seahawks,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,27.668052232007053,17.0,26.07,0.75,0.8125
1,2015,Seattle Seahawks,0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.54122719574678,4.0,26.36,0.625,0.75
2,2015,Seattle Seahawks,0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.224927405390385,4.0,26.36,0.625,0.75
3,2015,Seattle Seahawks,1,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,29.452154091936166,5.0,26.36,0.625,0.75
4,2015,Seattle Seahawks,1,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.506112333829535,7.0,26.36,0.625,0.75
5,2015,Seattle Seahawks,0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.321004915920824,7.0,26.36,0.625,0.75
6,2015,Seattle Seahawks,0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.97181173665562,8.0,26.36,0.625,0.75
7,2015,Seattle Seahawks,1,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,24.59679758944986,10.0,26.36,0.625,0.75
8,2015,Seattle Seahawks,1,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,35.574206668968955,6.0,26.36,0.625,0.75
10,2015,Seattle Seahawks,0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,27.495331865622962,5.0,26.36,0.625,0.75
11,2015,Seattle Seahawks,1,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,31.0832220142375,6.0,26.36,0.625,0.75
12,2015,Seattle Seahawks,1,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,24.450396825396826,4.0,26.36,0.625,0.75
13,2015,Seattle Seahawks,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,27.527030620991567,7.0,26.36,0.625,0.75
14,2015,Seattle Seahawks,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,27.527030620991567,7.0,26.36,0.625,0.75
15,2015,Seattle Seahawks,1,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,24.558356887130206,7.0,26.36,0.625,0.75
16,2015,Seattle Seahawks,0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,30.30212102930488,8.0,26.36,0.625,0.75
17,2015,Seattle Seahawks,1,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,36.493709242325295,9.0,26.36,0.625,0.75
1,2016,Seattle Seahawks,1,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,28.699147727272727,4.0,26.14,0.6875,0.625
2,2016,Seattle Seahawks,0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,25.375534398034397,5.0,26.14,0.6875,0.625
3,2016,Seattle Seahawks,1,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,18.403458998771498,8.0,26.14,0.6875,0.625
4,2016,Seattle Seahawks,1,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,14.644991256836015,8.0,26.14,0.6875,0.625
6,2016,Seattle Seahawks,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,12.253662819096043,8.0,26.14,0.6875,0.625
7,2016,Seattle Seahawks,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,16.245890673548352,10.0,26.14,0.6875,0.625
8,2016,Seattle Seahawks,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,16.491516037480768,12.0,26.14,0.6875,0.625
9,2016,Seattle Seahawks,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,15.456199313615384,11.0,26.14,0.6875,0.625
10,2016,Seattle Seahawks,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,15.43039067354835,10.0,26.14,0.6875,0.625
11,2016,Seattle Seahawks,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,13.030365919255026,8.0,26.14,0.6875,0.625
12,2016,Seattle Seahawks,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,22.504961291358928,12.0,26.14,0.6875,0.625
13,2016,Seattle Seahawks,1,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,12.72184706861987,8.0,26.14,0.6875,0.625
14,2016,Seattle Seahawks,0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,16.59581616853354,10.0,26.14,0.6875,0.625
15,2016,Seattle Seahawks,1,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,15.81144578371084,11.0,26.14,0.6875,0.625
16,2016,Seattle Seahawks,0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,15.81144578371084,11.0,26.14,0.6875,0.625
17,2016,Seattle Seahawks,1,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,19.24698985869696,12.0,26.14,0.6875,0.625
1,2017,Seattle Seahawks,0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,26.19248193392924,9.0,25.98,0.5625,0.6875
2,2017,Seattle Seahawks,1,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,23.356983048321048,8.0,25.98,0.5625,0.6875
3,2017,Seattle Seahawks,0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,23.757321856518267,9.0,25.98,0.5625,0.6875
4,2017,Seattle Seahawks,1,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,21.608355368002265,10.0,25.98,0.5625,0.6875
5,2017,Seattle Seahawks,1,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,26.89547435342808,13.0,25.98,0.5625,0.6875
7,2017,Seattle Seahawks,1,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,31.440827359634024,12.0,25.98,0.5625,0.6875
8,2017,Seattle Seahawks,1,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,29.209095004613996,12.0,25.98,0.5625,0.6875
9,2017,Seattle Seahawks,0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,32.51813366097007,14.0,25.98,0.5625,0.6875
10,2017,Seattle Seahawks,1,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,30.68196399298097,15.0,25.98,0.5625,0.6875
11,2017,Seattle Seahawks,0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,31.98065218668545,16.0,25.98,0.5625,0.6875
12,2017,Seattle Seahawks,1,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,27.432976152387614,16.0,25.98,0.5625,0.6875
13,2017,Seattle Seahawks,1,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,27.141761356254786,16.0,25.98,0.5625,0.6875
14,2017,Seattle Seahawks,0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,27.141761356254786,16.0,25.98,0.5625,0.6875
15,2017,Seattle Seahawks,0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,29.145856594350025,16.0,25.98,0.5625,0.6875
16,2017,Seattle Seahawks,1,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,25.46237961231655,15.0,25.98,0.5625,0.6875
17,2017,Seattle Seahawks,0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,25.89216036543484,16.0,25.98,0.5625,0.6875
1,2018,Seattle Seahawks,0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,47.26418218730983,7.0,25.77,0.625,0.5625
2,2018,Seattle Seahawks,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,32.322634374521186,15.0,25.77,0.625,0.5625
3,2018,Seattle Seahawks,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,26.614332476819072,12.0,25.77,0.625,0.5625
4,2018,Seattle Seahawks,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,28.390328896318174,15.0,25.77,0.625,0.5625
5,2018,Seattle Seahawks,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,30.876598256587535,15.0,25.77,0.625,0.5625
6,2018,Seattle Seahawks,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,30.87878056252051,16.0,25.77,0.625,0.5625
8,2018,Seattle Seahawks,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,25.220595121281637,14.0,25.77,0.625,0.5625
9,2018,Seattle Seahawks,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,25.051207366179597,14.0,25.77,0.625,0.5625
10,2018,Seattle Seahawks,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,28.711857304494295,16.0,25.77,0.625,0.5625
11,2018,Seattle Seahawks,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,27.09677073112143,16.0,25.77,0.625,0.5625
12,2018,Seattle Seahawks,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,28.71699541489193,13.0,25.77,0.625,0.5625
13,2018,Seattle Seahawks,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,27.88185587704487,16.0,25.77,0.625,0.5625
14,2018,Seattle Seahawks,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,30.347762907445265,15.0,25.77,0.625,0.5625
15,2018,Seattle Seahawks,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,30.06619267001347,17.0,25.77,0.625,0.5625
16,2018,Seattle Seahawks,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,28.7688648701975,17.0,25.77,0.625,0.5625
17,2018,Seattle Seahawks,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,31.482710969845023,18.0,25.77,0.625,0.5625
1,2019,Seattle Seahawks,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,19.590329249877485,15.0,26.24,0.6875,0.625
2,2019,Seattle Seahawks,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,22.983668094704665,17.0,26.24,0.6875,0.625
3,2019,Seattle Seahawks,0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,21.480128556542656,15.0,26.24,0.6875,0.625
4,2019,Seattle Seahawks,1,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,19.5519946924548,14.0,26.24,0.6875,0.625
5,2019,Seattle Seahawks,1,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,19.381032513487437,12.0,26.24,0.6875,0.625
6,2019,Seattle Seahawks,1,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,28.237199214761933,15.0,26.24,0.6875,0.625
7,2019,Seattle Seahawks,0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,31.389508205059,18.0,26.24,0.6875,0.625
8,2019,Seattle Seahawks,1,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,27.433885557281883,17.0,26.24,0.6875,0.625
9,2019,Seattle Seahawks,1,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,28.364523891956043,18.0,26.24,0.6875,0.625
10,2019,Seattle Seahawks,1,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,26.624188924465884,16.0,26.24,0.6875,0.625
12,2019,Seattle Seahawks,1,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,34.22328740457632,17.0,26.24,0.6875,0.625
13,2019,Seattle Seahawks,1,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,31.9987144018215,17.0,26.24,0.6875,0.625
14,2019,Seattle Seahawks,0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,33.47365923977232,19.0,26.24,0.6875,0.625
15,2019,Seattle Seahawks,1,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,33.885847354687705,19.0,26.24,0.6875,0.625
16,2019,Seattle Seahawks,0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,35.707843577910126,18.0,26.24,0.6875,0.625
17,2019,Seattle Seahawks,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,32.80940800389795,22.0,26.24,0.6875,0.625
1,2013,Los Angeles Rams,1,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,26.560442675703694,4.0,25.09,0.4375,0.4375
2,2013,Los Angeles Rams,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.355589386689868,3.0,25.09,0.4375,0.4375
3,2013,Los Angeles Rams,0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,24.764411027568922,4.0,25.09,0.4375,0.4375
4,2013,Los Angeles Rams,0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,33.96253968253968,4.0,25.09,0.4375,0.4375
5,2013,Los Angeles Rams,1,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,43.88596019900498,6.0,25.09,0.4375,0.4375
6,2013,Los Angeles Rams,1,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,46.814116915422886,5.0,25.09,0.4375,0.4375
7,2013,Los Angeles Rams,0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.10704094470177,4.0,25.09,0.4375,0.4375
8,2013,Los Angeles Rams,0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.198061417052664,3.0,25.09,0.4375,0.4375
